"","Date","SH","JP","NS"
"1115",2019-09-25,2955.43,22048.24,7646.27
"1116",2019-09-26,2929.09,21878.9,7561.68
"1117",2019-09-27,2932.17,21755.84,7728.15
"1118",2019-09-30,2905.19,21885.24,7490.13
"1119",2019-10-08,2913.57,21778.61,7484.89
"1120",2019-10-09,2924.86,21341.74,7604.11
"1121",2019-10-10,2947.71,21410.2,7719.32
"1122",2019-10-11,2973.66,21375.25,7664.47
"1123",2019-10-14,3007.88,21587.78,7733.22
"1124",2019-10-15,2991.05,21456.38,7707.43
"1125",2019-10-16,2978.71,21551.98,7464.99
"1126",2019-10-17,2977.33,21798.87,7575.02
"1127",2019-10-18,2938.14,22207.21,7566.03
"1128",2019-10-21,2939.62,22472.92,7587.9
"1129",2019-10-22,2954.38,22451.86,7702.31
"1130",2019-10-23,2941.62,22492.68,7691
"1131",2019-10-24,2940.92,22548.9,7609.51
"1132",2019-10-25,2954.93,22625.38,7719.25
"1133",2019-10-28,2980.05,22750.6,7862.54
"1134",2019-10-29,2954.18,22799.81,7852.54
"1135",2019-10-30,2939.32,22867.27,7832.4
"1136",2019-10-31,2929.06,22974.13,7814.74
"1137",2019-11-01,2958.2,22843.12,7887.58
"1138",2019-11-04,2975.49,22927.04,7917.34
"1139",2019-11-05,2991.56,22850.77,7892.95
"1140",2019-11-06,2978.6,23251.99,7852.41
"1141",2019-11-07,2978.71,23303.82,7888.79
"1142",2019-11-08,2964.18,23330.32,7888.56
"1143",2019-11-11,2909.97,23391.87,7901.79
"1144",2019-11-12,2914.82,23331.84,7823.55
"1145",2019-11-13,2905.24,23520.01,7818.61
"1146",2019-11-14,2909.87,23319.87,7710.04
"1147",2019-11-15,2891.34,23141.55,7803.54
"1148",2019-11-18,2909.2,23303.32,7771.99
"1149",2019-11-19,2933.99,23416.76,7681.58
"1150",2019-11-20,2911.05,23292.65,7749.45
"1151",2019-11-21,2903.64,23148.57,7684.14
"1152",2019-11-22,2885.29,23038.58,7550.79
"1153",2019-11-25,2906.17,23112.88,7638.39
"1154",2019-11-26,2907.06,23292.81,7754.1
"1155",2019-11-27,2903.19,23373.32,7725.13
"1156",2019-11-28,2889.69,23437.77,7604.27
"1157",2019-11-29,2871.98,23409.14,7690.53
"1158",2019-12-02,2875.81,23293.91,7740.36
"1159",2019-12-03,2884.7,23529.5,7843.88
"1160",2019-12-04,2878.12,23379.81,7842.33
"1161",2019-12-05,2899.47,23135.23,7942.85
"1162",2019-12-06,2912.01,23300.09,7920.21
"1163",2019-12-09,2914.48,23354.4,7942.14
"1164",2019-12-10,2917.32,23430.7,7868.49
"1165",2019-12-11,2924.42,23410.19,7940.33
"1166",2019-12-12,2915.7,23391.86,7874.62
"1167",2019-12-13,2967.68,23424.81,7889.47
"1168",2019-12-16,2984.39,24023.1,7966.72
"1169",2019-12-17,3022.42,23952.35,8029.22
"1170",2019-12-18,3017.04,24066.12,8110.67
"1171",2019-12-19,3017.07,23934.43,8047.51
"1172",2019-12-20,3004.94,23864.85,8083.11
"1173",2019-12-23,2962.75,23816.63,8083.83
"1174",2019-12-24,2982.68,23821.11,8161.17
"1175",2019-12-25,2981.88,23830.58,8210.66
"1176",2019-12-26,3007.35,23782.87,8210.18
"1177",2019-12-27,3005.04,23924.92,8196.03
"1178",2019-12-30,3040.02,23837.72,8219.65
"1179",2019-12-31,3050.12,23656.62,8255.89
"1180",2020-01-02,3085.2,23204.86,8241.91
"1181",2020-01-03,3083.79,23575.72,8263.79
"1182",2020-01-06,3083.41,23204.76,8259.81
"1183",2020-01-07,3104.8,23739.87,8257.83
"1184",2020-01-08,3066.89,23850.57,8315.52
"1185",2020-01-09,3094.88,24025.17,8328.48
"1186",2020-01-10,3092.29,23916.58,8338.74
"1187",2020-01-13,3115.57,23933.13,8283.75
"1188",2020-01-14,3106.82,24041.26,8265.62
"1189",2020-01-15,3090.04,24083.51,8272.05
"1190",2020-01-16,3074.08,23864.56,8371.93
"1191",2020-01-17,3075.5,24031.35,8385.75
"1192",2020-01-20,3095.79,23795.44,8444.71
"1193",2020-01-21,3052.14,23827.18,8403.68
"1194",2020-01-22,3060.75,23343.51,8309.26
"1195",2020-01-23,2976.53,23215.71,8254.74
"1196",2020-02-03,2746.61,23379.4,8296.53
"1197",2020-02-04,2783.29,22977.75,8308.4
"1198",2020-02-05,2818.09,23205.18,8397.37
"1199",2020-02-06,2866.51,22971.94,8362.74
"1200",2020-02-07,2875.96,23084.59,8354.29
"1201",2020-02-10,2890.49,23319.56,8402.61
"1202",2020-02-11,2901.67,23873.59,8466.89
"1203",2020-02-12,2926.9,23827.98,8487.71
"1204",2020-02-13,2906.07,23685.98,8570.33
"1205",2020-02-14,2917.01,23861.21,8575.7
"1206",2020-02-17,2983.62,23827.73,8580.62
"1207",2020-02-18,2984.97,23687.59,8641.29
"1208",2020-02-19,2975.4,23523.24,8678.49
"1209",2020-02-20,3030.15,23193.8,8696.01
"1210",2020-02-21,3039.67,23400.7,8699.51
"1211",2020-02-24,3031.23,23479.15,8778.31
"1212",2020-02-25,3013.05,23386.74,8770.98
"1213",2020-02-26,2987.93,22605.41,8709.73
"1214",2020-02-27,2991.33,22426.19,8733.07
"1215",2020-02-28,2880.3,21948.23,8872.22
"1216",2020-03-02,2970.93,21142.96,8793.9
"1217",2020-03-03,2992.9,21344.08,8848.52
"1218",2020-03-04,3011.67,21082.73,8846.45
"1219",2020-03-05,3071.68,21100.06,8912.37
"1220",2020-03-06,3034.51,21329.12,8989.63
